Z,A,Mass-Excess (MeV)
59,146,-77.08
60,146,-80.82
61,146,-79.47
62,146,-80.8
63,146,-76.81
64,146,-75.56
65,146,-67.71
66,146,-62.79
67,146,-52.47
68,146,-44.91
69,146,-32.07
70,146,-22.06
71,146,-6.23
72,146,6.63
74,146,42.2
40,147,252.36
41,147,221.47
42,147,191.08
43,147,163.3
44,147,136.07
45,147,111.47
46,147,87.46
47,147,65.82
48,147,44.8
49,147,26.18
50,147,8.18
51,147,-6.5
52,147,-20.4
53,147,-32.21
54,147,-43.34
55,147,-52.44
56,147,-60.61
57,147,-66.77
58,147,-72.03
59,147,-75.6
60,147,-78.26
61,147,-79.01
62,147,-79.01
63,147,-77.37
64,147,-74.75
65,147,-70.57
66,147,-64.25
67,147,-56.44
68,147,-47.44
69,147,-37.07
70,147,-25.54
71,147,-12.45
72,147,1.97
73,147,17.84
74,147,35.7
40,148,262.63
41,148,232.07
42,148,200.44
43,148,173.08
44,148,144.52
45,148,120.42
46,148,95.0
47,148,73.96
48,148,51.45
49,148,33.52
50,148,13.96
51,148,0.02
52,148,-15.57
53,148,-26.6
54,148,-39.59
55,148,-47.88
56,148,-57.96
57,148,-63.23
58,148,-70.38
59,148,-72.65
60,148,-77.33
61,148,-76.96
62,148,-79.23
63,148,-76.23
64,148,-75.93
65,148,-70.33
66,148,-67.52
67,148,-58.29
68,148,-51.78
69,148,-39.96
70,148,-30.89
71,148,-16.31
72,148,-4.62
73,148,12.81
74,148,27.25
40,149,274.3
41,149,242.53
42,149,211.25
43,149,182.59
44,149,154.46
45,149,128.99
46,149,104.09
47,149,81.59
48,149,59.7
49,149,40.24
50,149,21.39
51,149,5.8
52,149,-9.04
53,149,-21.83
54,149,-34.07
55,149,-44.23
56,149,-53.49
57,149,-60.72
58,149,-66.97
59,149,-71.24
60,149,-74.49
61,149,-76.36
62,149,-77.14
63,149,-76.44
64,149,-74.79
65,149,-71.56
66,149,-67.34
67,149,-61.73
68,149,-53.8
69,149,-44.52
70,149,-33.99
71,149,-21.96
72,149,-8.77
73,149,5.89
74,149,21.91
40,150,284.79
41,150,253.33
42,150,220.84
43,150,192.57
44,150,163.15
45,150,138.15
46,150,111.87
47,150,89.94
48,150,66.6
49,150,47.79
50,150,27.42
51,150,12.54
52,150,-3.95
53,150,-15.96
54,150,-29.98
55,150,-39.37
56,150,-50.5
57,150,-56.88
58,150,-65.08
59,150,-68.43
60,150,-73.71
61,150,-74.04
62,150,-77.05
63,150,-75.02
64,150,-75.65
65,150,-71.03
66,150,-69.14
67,150,-61.98
68,150,-57.62
69,150,-46.9
70,150,-38.92
71,150,-25.44
72,150,-14.8
73,150,1.38
74,150,14.63
40,151,296.65
41,151,264.02
42,151,231.85
43,151,202.33
44,151,173.31
45,151,146.97
46,151,121.19
47,151,97.83
48,151,75.07
49,151,54.77
50,151,35.07
51,151,18.58
52,151,2.82
53,151,-10.84
54,151,-24.15
55,151,-35.36
56,151,-45.71
57,151,-54.0
58,151,-61.34
59,151,-66.69
60,151,-71.02
61,151,-73.43
62,151,-74.85
63,151,-74.9
64,151,-74.21
65,151,-71.91
66,151,-68.65
67,151,-63.86
68,151,-58.17
69,151,-50.93
70,151,-41.49
71,151,-30.65
72,151,-18.56
73,151,-4.98
74,151,9.81
75,151,25.91
40,152,307.3
41,152,275.02
42,152,241.67
43,152,212.52
44,152,182.24
45,152,156.35
46,152,129.22
47,152,106.4
48,152,82.22
49,152,62.54
50,152,41.35
51,152,25.54
52,152,8.17
53,152,-4.73
54,152,-19.72
55,152,-30.19
56,152,-42.37
57,152,-49.84
58,152,-59.1
59,152,-63.55
60,152,-69.89
61,152,-71.32
62,152,-74.74
63,152,-73.19
64,152,-74.75
65,152,-71.09
66,152,-70.12
67,152,-63.92
68,152,-60.48
69,152,-51.87
70,152,-45.88
71,152,-33.62
72,152,-24.16
73,152,-9.1
74,152,3.09
75,152,20.74
76,152,35.43
40,153,319.31
41,153,285.88
42,153,252.9
43,153,222.51
44,153,192.62
45,153,165.42
46,153,138.75
47,153,114.54
48,153,90.91
49,153,69.77
50,153,49.22
51,153,31.85
52,153,15.16
53,153,0.62
54,153,-13.57
55,153,-25.82
56,153,-37.24
57,153,-46.59
58,153,-55.02
59,153,-61.43
60,153,-66.86
61,153,-70.33
62,153,-72.76
63,153,-73.31
64,153,-73.0
65,153,-71.63
66,153,-69.31
67,153,-65.44
68,153,-60.59
69,153,-54.38
70,153,-47.02
71,153,-38.27
72,153,-27.38
73,153,-15.0
74,153,-1.33
75,153,13.68
76,153,29.94
40,154,330.01
41,154,297.01
42,154,262.89
43,154,232.91
44,154,201.78
45,154,175.0
46,154,147.02
47,154,123.32
48,154,98.3
49,154,77.75
50,154,55.74
51,154,39.02
52,154,20.77
53,154,6.95
54,154,-8.8
55,154,-20.33
56,154,-33.54
57,154,-42.1
58,154,-52.4
59,154,-57.96
60,154,-65.34
61,154,-67.87
62,154,-72.34
63,154,-71.88
64,154,-73.46
65,154,-70.53
66,154,-70.47
67,154,-65.21
68,154,-62.68
69,154,-54.91
70,154,-49.92
71,154,-39.76
72,154,-32.43
73,154,-18.61
74,154,-7.61
75,154,8.9
76,154,22.53
40,155,341.96
41,155,307.93
42,155,274.24
43,155,243.09
44,155,212.38
45,155,184.32
46,155,156.78
47,155,131.71
48,155,107.22
49,155,85.23
50,155,63.83
51,155,45.59
52,155,28.0
53,155,12.57
54,155,-2.31
55,155,-15.59
56,155,-28.06
57,155,-38.46
58,155,-47.97
59,155,-55.44
60,155,-61.95
61,155,-66.49
62,155,-70.0
63,155,-71.61
64,155,-72.16
65,155,-70.74
66,155,-69.35
67,155,-66.4
68,155,-62.48
69,155,-57.07
70,155,-50.74
71,155,-42.86
72,155,-34.1
73,155,-23.95
74,155,-11.49
75,155,2.31
76,155,17.44
77,155,34.02
40,156,352.62
41,156,319.0
42,156,284.27
43,156,253.59
44,156,221.73
45,156,194.12
46,156,165.29
47,156,140.71
48,156,114.85
49,156,93.43
50,156,70.6
51,156,52.98
52,156,33.87
53,156,19.13
54,156,2.78
55,156,-9.77
56,156,-23.99
57,156,-33.62
58,156,-44.97
59,156,-51.61
60,156,-60.04
61,156,-63.67
62,156,-69.18
63,156,-69.82
64,156,-72.44
65,156,-69.93
66,156,-70.21
67,156,-65.88
68,156,-64.24
69,156,-57.41
70,156,-53.31
71,156,-44.04
72,156,-37.55
73,156,-25.94
74,156,-17.22
75,156,-1.95
76,156,10.47
77,156,28.58
78,156,43.78
41,157,329.89
42,157,295.58
43,157,263.8
44,157,232.41
45,157,203.63
46,157,175.27
47,157,149.35
48,157,124.0
49,157,101.17
50,157,78.91
51,157,59.8
52,157,41.33
53,157,25.02
54,157,9.38
55,157,-4.66
56,157,-18.17
57,157,-29.6
58,157,-40.16
59,157,-48.69
60,157,-56.27
61,157,-61.87
62,157,-66.47
63,157,-69.14
64,157,-70.76
65,157,-70.55
66,157,-69.09
67,157,-66.73
68,157,-63.73
69,157,-59.22
70,157,-53.71
71,157,-46.79
72,157,-38.89
73,157,-29.59
74,157,-19.39
75,157,-7.98
76,157,5.92
77,157,21.28
78,157,38.01
41,158,341.04
42,158,305.59
43,158,274.25
44,158,241.76
45,158,213.49
46,158,183.98
47,158,158.57
48,158,131.87
49,158,109.58
50,158,85.92
51,158,67.42
52,158,47.45
53,158,31.81
54,158,14.6
55,158,1.5
56,158,-13.72
57,158,-24.41
58,158,-36.77
59,158,-44.49
60,158,-53.96
61,158,-58.68
62,158,-65.24
63,158,-66.97
64,158,-70.63
65,158,-69.38
66,158,-70.19
67,158,-65.93
68,158,-65.18
69,158,-59.27
70,158,-56.05
71,158,-47.57
72,158,-42.0
73,158,-31.27
74,158,-23.37
75,158,-10.45
76,158,-0.49
77,158,16.36
78,158,30.35
42,159,316.99
43,159,284.46
44,159,252.43
45,159,222.99
46,159,194.0
47,159,167.42
48,159,141.24
49,159,117.57
50,159,94.46
51,159,74.5
52,159,55.16
53,159,37.98
54,159,21.45
55,159,6.97
56,159,-7.55
57,159,-19.99
58,159,-31.6
59,159,-41.16
60,159,-49.81
61,159,-56.46
62,159,-62.13
63,159,-65.86
64,159,-68.56
65,159,-69.39
66,159,-69.16
67,159,-66.98
68,159,-64.37
69,159,-60.74
70,159,-56.14
71,159,-49.96
72,159,-43.04
73,159,-34.57
74,159,-25.22
75,159,-14.63
76,159,-3.14
77,159,9.63
78,159,25.12
79,159,41.93
42,160,327.11
43,160,295.02
44,160,261.77
45,160,232.82
46,160,202.66
47,160,176.63
48,160,149.32
49,160,126.19
50,160,101.71
51,160,82.34
52,160,61.54
53,160,45.0
54,160,26.93
55,160,13.2
56,160,-2.73
57,160,-14.45
58,160,-27.82
59,160,-36.6
60,160,-47.09
61,160,-52.89
62,160,-60.48
63,160,-63.3
64,160,-67.99
65,160,-67.84
66,160,-69.68
67,160,-66.43
68,160,-65.64
69,160,-60.51
70,160,-58.17
71,160,-50.55
72,160,-45.81
73,160,-35.95
74,160,-28.85
75,160,-16.79
76,160,-7.62
77,160,6.7
78,160,18.02
79,160,36.34
80,160,51.8
42,161,338.48
43,161,305.35
44,161,272.55
45,161,242.33
46,161,212.67
47,161,185.41
48,161,158.66
49,161,134.39
50,161,110.47
51,161,89.68
52,161,69.48
53,161,51.44
54,161,34.03
55,161,18.71
56,161,3.79
57,161,-9.64
58,161,-22.27
59,161,-32.85
60,161,-42.55
61,161,-50.24
62,161,-56.97
63,161,-61.75
64,161,-65.52
65,161,-67.4
66,161,-68.24
67,161,-67.26
68,161,-65.06
69,161,-61.65
70,161,-57.95
71,161,-52.61
72,161,-46.44
73,161,-38.9
74,161,-30.39
75,161,-20.62
76,161,-9.95
77,161,2.02
78,161,14.9
79,161,28.9
80,161,45.88
42,162,348.59
43,162,315.87
44,162,282.02
45,162,252.28
46,162,221.34
47,162,194.61
48,162,166.63
49,162,142.95
50,162,117.93
51,162,97.74
52,162,76.11
53,162,58.71
54,162,39.79
55,162,25.16
56,162,8.92
57,162,-3.75
58,162,-18.1
59,162,-27.91
60,162,-39.41
61,162,-46.28
62,162,-54.9
63,162,-58.79
64,162,-64.52
65,162,-65.45
66,162,-68.31
67,162,-66.31
68,162,-66.36
69,162,-61.34
70,162,-59.66
71,162,-52.91
72,162,-48.99
73,162,-39.89
74,162,-33.69
75,162,-22.48
76,162,-14.09
77,162,-0.6
78,162,9.95
79,162,25.54
80,162,38.07
43,163,326.21
44,163,292.78
45,163,261.94
46,163,231.47
47,163,203.43
48,163,175.97
49,163,151.01
50,163,126.59
51,163,105.31
52,163,84.3
53,163,65.42
54,163,47.14
55,163,30.96
56,163,15.43
57,163,1.44
58,163,-12.18
59,163,-23.76
60,163,-34.49
61,163,-43.2
62,163,-50.98
63,163,-56.8
64,163,-61.63
65,163,-64.56
66,163,-66.45
67,163,-66.52
68,163,-65.53
69,163,-62.63
70,163,-59.14
71,163,-54.63
72,163,-49.31
73,163,-42.5
74,163,-34.93
75,163,-25.96
76,163,-16.11
77,163,-4.93
78,163,7.15
79,163,20.38
80,163,34.52
81,163,49.84
43,164,336.83
44,164,302.26
45,164,271.87
46,164,240.29
47,164,212.75
48,164,183.97
49,164,159.57
50,164,133.86
51,164,113.29
52,164,91.16
53,164,72.93
54,164,53.18
55,164,37.66
56,164,20.57
57,164,7.68
58,164,-7.62
59,164,-18.45
60,164,-30.94
61,164,-38.85
62,164,-48.48
63,164,-53.44
64,164,-60.19
65,164,-62.19
66,164,-66.08
67,164,-65.15
68,164,-66.22
69,164,-62.25
70,164,-60.71
71,164,-54.65
72,164,-51.56
73,164,-43.3
74,164,-37.9
75,164,-27.54
76,164,-19.91
77,164,-7.26
78,164,2.54
79,164,17.32
80,164,29.11
81,164,46.07
82,164,59.9
43,165,347.3
44,165,313.14
45,165,281.55
46,165,250.43
47,165,221.72
48,165,193.45
49,165,167.67
50,165,142.53
51,165,120.71
52,165,99.3
53,165,79.88
54,165,60.78
55,165,43.75
56,165,27.34
57,165,12.96
58,165,-1.34
59,165,-13.89
60,165,-25.62
61,165,-35.34
62,165,-44.16
63,165,-51.0
64,165,-56.88
65,165,-60.84
66,165,-63.8
67,165,-64.89
68,165,-64.96
69,165,-63.24
70,165,-60.3
71,165,-56.04
72,165,-51.57
73,165,-45.57
74,165,-38.74
75,165,-30.67
76,165,-21.64
77,165,-11.24
78,165,0.05
79,165,12.51
80,165,25.88
81,165,40.46
82,165,55.94
44,166,322.75
45,166,291.59
46,166,259.27
47,166,231.04
48,166,201.6
49,166,176.36
50,166,149.83
51,166,128.71
52,166,106.04
53,166,87.37
54,166,67.06
55,166,50.71
56,166,32.78
57,166,19.1
58,166,3.6
59,166,-8.22
60,166,-21.67
61,166,-30.6
62,166,-41.22
63,166,-47.23
64,166,-54.99
65,166,-58.06
66,166,-62.97
67,166,-63.1
68,166,-65.19
69,166,-62.44
70,166,-61.75
71,166,-56.04
72,166,-53.5
73,166,-46.09
74,166,-41.49
75,166,-31.87
76,166,-25.11
77,166,-13.28
78,166,-4.24
79,166,9.74
80,166,20.81
81,166,36.98
82,166,50.1
44,167,333.61
45,167,301.42
46,167,269.53
47,167,240.04
48,167,211.09
49,167,184.63
50,167,158.65
51,167,136.19
52,167,114.21
53,167,94.24
54,167,74.69
55,167,57.06
56,167,39.82
57,167,24.58
58,167,9.97
59,167,-3.26
60,167,-15.97
61,167,-26.66
62,167,-36.49
63,167,-44.34
64,167,-51.26
65,167,-56.24
66,167,-60.25
67,167,-62.38
68,167,-63.49
69,167,-62.8
70,167,-61.05
71,167,-57.46
72,167,-53.21
73,167,-48.03
74,167,-42.03
75,167,-34.66
76,167,-26.55
77,167,-16.92
78,167,-6.43
79,167,5.27
80,167,17.87
81,167,31.72
82,167,46.45
44,168,343.23
45,168,311.46
46,168,278.52
47,168,249.49
48,168,219.27
49,168,193.33
50,168,166.11
51,168,144.32
52,168,121.02
53,168,101.77
54,168,80.91
55,168,64.06
56,168,45.51
57,168,30.99
58,168,14.82
59,168,2.77
60,168,-11.61
61,168,-21.54
62,168,-33.13
63,168,-40.17
64,168,-48.93
65,168,-53.04
66,168,-58.96
67,168,-60.16
68,168,-63.26
69,168,-61.57
70,168,-61.88
71,168,-57.2
72,168,-55.05
73,168,-48.26
74,168,-44.47
75,168,-35.67
76,168,-29.7
77,168,-18.68
78,168,-10.39
79,168,2.79
80,168,13.13
81,168,28.53
82,168,40.95
45,169,321.31
46,169,288.79
47,169,258.66
48,169,228.9
49,169,201.64
50,169,174.94
51,169,151.98
52,169,129.35
53,169,108.72
54,169,88.6
55,169,70.39
56,169,52.63
57,169,36.73
58,169,21.29
59,169,7.8
60,169,-5.54
61,169,-17.19
62,169,-28.01
63,169,-36.84
64,169,-44.78
65,169,-50.77
66,169,-55.81
67,169,-58.96
68,169,-61.11
69,169,-61.44
70,169,-60.74
71,169,-58.31
72,169,-54.75
73,169,-49.87
74,169,-44.7
75,169,-38.13
76,169,-30.73
77,169,-21.99
78,169,-12.29
79,169,-1.34
80,169,10.49
81,169,23.6
82,169,37.59
45,170,331.47
46,170,297.81
47,170,268.12
48,170,237.25
49,170,210.48
50,170,182.45
51,170,160.15
52,170,136.34
53,170,116.42
54,170,94.9
55,170,77.46
56,170,58.34
57,170,43.25
58,170,26.41
59,170,13.66
60,170,-0.8
61,170,-11.69
62,170,-24.23
63,170,-32.27
64,170,-42.01
65,170,-47.15
66,170,-54.07
67,170,-56.31
68,170,-60.41
69,170,-59.78
70,170,-61.08
71,170,-57.62
72,170,-56.29
73,170,-49.87
74,170,-46.83
75,170,-38.86
76,170,-33.67
77,170,-23.37
78,170,-15.93
79,170,-3.54
80,170,6.07
81,170,20.69
82,170,32.41
83,170,50.68
45,171,341.46
46,171,308.21
47,171,277.33
48,171,246.91
49,171,218.96
50,171,191.44
51,171,167.87
52,171,144.73
53,171,123.57
54,171,102.77
55,171,83.9
56,171,65.55
57,171,49.06
58,171,33.03
59,171,18.82
60,171,5.14
61,171,-6.94
62,171,-18.71
63,171,-28.51
64,171,-37.44
65,171,-44.42
66,171,-50.48
67,171,-54.64
68,171,-57.82
69,171,-59.17
70,171,-59.5
71,171,-58.08
72,171,-55.69
73,171,-51.38
74,171,-46.75
75,171,-40.99
76,171,-34.4
77,171,-26.35
78,171,-17.54
79,171,-7.35
80,171,3.72
81,171,16.09
82,171,29.35
83,171,45.19
46,172,317.37
47,172,286.93
48,172,255.3
49,172,227.82
50,172,199.12
51,172,176.2
52,172,151.78
53,172,131.32
54,172,109.28
55,172,91.15
56,172,71.36
57,172,55.67
58,172,38.23
59,172,24.86
60,172,9.68
61,172,-1.32
62,172,-14.54
63,172,-23.55
64,172,-34.24
65,172,-40.39
66,172,-48.29
67,172,-51.56
68,172,-56.66
69,172,-57.06
70,172,-59.37
71,172,-56.94
72,172,-56.6
73,172,-51.2
74,172,-48.57
75,172,-41.43
76,172,-37.03
77,172,-27.54
78,172,-20.86
79,172,-9.28
80,172,-0.39
81,172,13.46
82,172,24.48
83,172,41.77
46,173,330.23
47,173,296.29
48,173,265.1
49,173,236.37
50,173,208.14
51,173,184.11
52,173,160.35
53,173,138.57
54,173,117.23
55,173,97.81
56,173,78.77
57,173,61.6
58,173,44.96
59,173,30.15
60,173,15.81
61,173,3.24
62,173,-8.72
63,173,-19.37
64,173,-29.27
65,173,-37.22
66,173,-44.27
67,173,-49.42
68,173,-53.63
69,173,-55.98
70,173,-57.33
71,173,-56.92
72,173,-55.55
73,173,-52.38
74,173,-48.19
75,173,-43.23
76,173,-37.46
77,173,-30.19
78,173,-22.09
79,173,-12.76
80,173,-2.46
81,173,9.18
82,173,21.69
83,173,36.61
84,173,52.59
46,174,341.96
47,174,308.41
48,174,273.64
49,174,245.38
50,174,215.87
51,174,192.48
52,174,167.6
53,174,146.5
54,174,123.84
55,174,105.14
56,174,84.81
57,174,68.41
58,174,50.29
59,174,36.3
60,174,20.51
61,174,8.81
62,174,-4.75
63,174,-14.03
64,174,-25.65
65,174,-32.78
66,174,-41.64
67,174,-45.92
68,174,-52.0
69,174,-53.43
70,174,-56.73
71,174,-55.34
72,174,-55.98
73,174,-51.77
74,174,-49.71
75,174,-43.38
76,174,-39.77
77,174,-31.1
78,174,-25.19
79,174,-14.31
80,174,-6.25
81,174,6.83
82,174,17.14
83,174,33.47
84,174,47.08
85,174,65.73
47,175,320.41
48,175,286.06
49,175,254.08
50,175,225.05
51,175,200.47
52,175,176.22
53,175,153.96
54,175,131.98
55,175,111.92
56,175,92.32
57,175,74.58
58,175,57.24
59,175,41.72
60,175,26.77
61,175,13.58
62,175,0.9
63,175,-10.06
64,175,-20.32
65,175,-29.17
66,175,-37.21
67,175,-43.33
68,175,-48.53
69,175,-51.87
70,175,-54.24
71,175,-54.83
72,175,-54.48
73,175,-52.3
74,175,-49.18
75,175,-44.85
76,175,-39.9
77,175,-33.43
78,175,-26.12
79,175,-17.46
80,175,-8.03
81,175,2.87
82,175,14.63
83,175,28.64
84,175,43.68
85,175,59.92
48,176,297.31
49,176,265.8
50,176,232.95
51,176,209.0
52,176,183.56
53,176,161.96
54,176,138.81
55,176,119.45
56,176,98.48
57,176,81.49
58,176,62.82
59,176,48.1
60,176,31.61
61,176,19.27
62,176,5.1
63,176,-4.95
64,176,-16.91
65,176,-24.51
66,176,-34.14
67,176,-39.41
68,176,-46.45
69,176,-48.9
70,176,-53.17
71,176,-52.8
72,176,-54.43
73,176,-51.24
74,176,-50.19
75,176,-44.71
76,176,-41.9
77,176,-34.05
78,176,-28.92
79,176,-18.83
80,176,-11.52
81,176,0.78
82,176,10.38
83,176,25.78
84,176,38.49
85,176,56.18
49,177,277.32
50,177,244.95
51,177,216.11
52,177,192.38
53,177,169.53
54,177,147.04
55,177,126.47
56,177,106.21
57,177,87.81
58,177,69.89
59,177,53.78
60,177,38.11
61,177,24.2
62,177,10.89
63,177,-0.7
64,177,-11.75
65,177,-21.12
66,177,-29.7
67,177,-36.51
68,177,-42.56
69,177,-46.87
70,177,-50.31
71,177,-51.81
72,177,-52.47
73,177,-51.29
74,177,-49.34
75,177,-46.0
76,177,-41.71
77,177,-36.04
78,177,-29.53
79,177,-21.65
80,177,-12.92
81,177,-2.86
82,177,8.16
83,177,21.27
84,177,35.38
85,177,50.71
50,178,255.77
51,178,227.3
52,178,199.41
53,178,177.72
54,178,153.98
55,178,134.1
56,178,112.61
57,178,94.94
58,178,75.6
59,178,60.28
60,178,43.21
61,178,30.14
62,178,15.25
63,178,4.54
64,178,-8.04
65,178,-16.48
66,178,-26.86
67,178,-32.79
68,178,-40.6
69,178,-43.98
70,178,-49.27
71,178,-49.61
72,178,-52.08
73,178,-49.95
74,178,-50.04
75,178,-45.56
76,178,-43.4
77,178,-36.37
78,178,-32.02
79,178,-22.74
80,178,-16.19
81,178,-4.58
82,178,4.21
83,178,18.68
84,178,30.52
85,178,47.26
86,178,61.28
87,178,80.3
50,179,267.89
51,179,238.2
52,179,210.68
53,179,185.5
54,179,162.43
55,179,141.25
56,179,120.45
57,179,101.52
58,179,82.92
59,179,66.13
60,179,49.85
61,179,35.34
62,179,21.29
63,179,8.97
64,179,-2.73
65,179,-12.74
66,179,-22.18
67,179,-29.98
68,179,-36.89
69,179,-42.08
70,179,-46.45
71,179,-48.63
72,179,-50.09
73,179,-49.86
74,179,-48.88
75,179,-46.36
76,179,-43.05
77,179,-38.03
78,179,-32.34
79,179,-25.24
80,179,-17.29
81,179,-7.9
82,179,2.26
83,179,14.5
84,179,27.7
85,179,42.13
86,179,57.57
87,179,74.21
50,180,278.83
51,180,249.46
52,180,220.72
53,180,195.93
54,180,169.58
55,180,149.1
56,180,126.99
57,180,108.77
58,180,88.89
59,180,72.87
60,180,55.12
61,180,41.42
62,180,25.93
63,180,14.47
64,180,1.16
65,180,-7.95
66,180,-18.96
67,180,-25.8
68,180,-34.62
69,180,-38.89
70,180,-45.05
71,180,-46.28
72,180,-49.58
73,180,-48.32
74,180,-49.23
75,180,-45.62
76,180,-44.26
77,180,-38.07
78,180,-34.51
79,180,-26.04
80,180,-20.25
81,180,-9.44
82,180,-1.38
83,180,12.19
84,180,23.16
85,180,38.97
86,180,52.1
87,180,70.17
88,180,85.34
51,181,260.46
52,181,232.06
53,181,206.02
54,181,180.36
55,181,156.48
56,181,135.07
57,181,115.5
58,181,96.34
59,181,78.99
60,181,62.01
61,181,46.8
62,181,32.13
63,181,19.19
64,181,6.74
65,181,-4.01
66,181,-14.12
67,181,-22.57
68,181,-30.41
69,181,-36.65
70,181,-41.9
71,181,-44.93
72,181,-47.26
73,181,-47.88
74,181,-47.76
75,181,-46.07
76,181,-43.6
77,181,-39.54
78,181,-34.52
79,181,-28.21
80,181,-21.05
81,181,-12.43
82,181,-2.95
83,181,8.33
84,181,20.64
85,181,34.18
86,181,48.7
87,181,64.43
88,181,81.02
52,182,242.2
53,182,216.53
54,182,189.76
55,182,166.54
56,182,141.85
57,182,123.0
58,182,102.48
59,182,85.87
60,182,67.56
61,182,53.14
62,182,36.95
63,182,24.85
64,182,10.92
65,182,1.04
66,182,-10.71
67,182,-18.23
68,182,-27.69
69,182,-32.94
70,182,-40.18
71,182,-42.25
72,182,-46.4
73,182,-46.02
74,182,-47.77
75,182,-45.02
76,182,-44.48
77,182,-39.28
78,182,-36.37
79,182,-28.72
80,182,-23.71
81,182,-13.69
82,182,-6.38
83,182,6.38
84,182,16.41
85,182,31.31
86,182,43.57
87,182,60.7
88,182,74.96
52,183,253.65
53,183,226.74
54,183,200.35
55,183,176.2
56,183,152.04
57,183,129.99
58,183,110.19
59,183,92.18
60,183,74.62
61,183,58.82
62,183,43.42
63,183,29.76
64,183,16.67
65,183,5.28
66,183,-5.58
67,183,-14.79
68,183,-23.31
69,183,-30.21
70,183,-36.46
71,183,-40.58
72,183,-43.75
73,183,-45.22
74,183,-45.96
75,183,-45.12
76,183,-43.5
77,183,-40.26
78,183,-36.21
79,183,-30.55
80,183,-24.2
81,183,-16.36
82,183,-7.66
83,183,2.86
84,183,14.19
85,183,26.86
86,183,40.48
87,183,55.31
88,183,71.06
89,183,87.54
52,184,263.92
53,184,237.36
54,184,209.73
55,184,186.06
56,184,160.97
57,184,139.47
58,184,116.59
59,184,99.32
60,184,80.35
61,184,65.32
62,184,48.54
63,184,35.69
64,184,21.05
65,184,10.51
66,184,-1.88
67,184,-10.17
68,184,-20.39
69,184,-26.32
70,184,-34.22
71,184,-37.38
72,184,-42.55
73,184,-43.03
74,184,-45.62
75,184,-43.75
76,184,-44.03
77,184,-39.69
78,184,-37.59
79,184,-30.76
80,184,-26.55
81,184,-17.33
82,184,-10.78
83,184,1.11
84,184,10.29
85,184,24.28
86,184,35.68
87,184,51.88
88,184,65.42
89,184,83.27
90,184,98.52
52,185,275.49
53,185,247.71
54,185,220.44
55,185,195.5
56,185,171.11
57,185,148.51
58,185,126.19
59,185,105.91
60,185,87.68
61,185,71.2
62,185,55.19
63,185,40.92
64,185,27.09
65,185,14.96
66,185,3.44
67,185,-6.42
68,185,-15.72
69,185,-23.39
70,185,-30.32
71,185,-35.23
72,185,-39.43
73,185,-41.89
74,185,-43.47
75,185,-43.48
76,185,-42.72
77,185,-40.31
78,185,-37.11
79,185,-32.4
80,185,-26.73
81,185,-19.67
82,185,-11.76
83,185,-2.08
84,185,8.46
85,185,20.17
86,185,32.9
87,185,46.85
88,185,61.77
89,185,77.38
90,185,93.97
52,186,285.89
53,186,258.45
54,186,229.95
55,186,205.4
56,186,179.74
57,186,158.08
58,186,134.52
59,186,114.84
60,186,93.69
61,186,77.98
62,186,60.52
63,186,47.03
64,186,31.77
65,186,20.48
66,186,7.35
67,186,-1.62
68,186,-12.48
69,186,-19.21
70,186,-27.87
71,186,-31.86
72,186,-37.81
73,186,-39.29
74,186,-42.8
75,186,-41.78
76,186,-42.9
77,186,-39.43
78,186,-38.15
79,186,-32.32
80,186,-28.75
81,186,-20.35
82,186,-14.58
83,186,-3.54
84,186,4.79
85,186,17.98
86,186,28.44
87,186,43.73
88,186,56.4
89,186,73.54
90,186,87.72
52,187,297.6
53,187,268.95
54,187,240.8
55,187,214.99
56,187,189.73
57,187,166.76
58,187,144.25
59,187,123.26
60,187,102.73
61,187,84.15
62,187,67.46
63,187,52.48
64,187,38.02
65,187,25.25
66,187,12.97
67,187,2.36
68,187,-7.62
69,187,-15.95
70,187,-23.67
71,187,-29.48
72,187,-34.49
73,187,-37.76
74,187,-40.28
75,187,-41.17
76,187,-41.25
77,187,-39.69
78,187,-37.34
79,187,-33.46
80,187,-28.76
81,187,-22.35
82,187,-15.25
83,187,-6.4
84,187,3.28
85,187,14.22
86,187,25.98
87,187,39.06
88,187,53.07
89,187,68.12
90,187,83.62
52,188,308.16
53,188,279.83
54,188,250.48
55,188,225.04
56,188,198.52
57,188,175.98
58,188,152.28
59,188,132.31
60,188,110.48
61,188,92.55
62,188,73.08
63,188,58.89
64,188,42.92
65,188,30.97
66,188,17.21
67,188,7.46
68,188,-4.16
69,188,-11.58
70,188,-20.9
71,188,-25.81
72,188,-32.66
73,188,-34.97
74,188,-39.27
75,188,-39.16
76,188,-41.1
77,188,-38.49
78,188,-38.03
79,188,-33.06
80,188,-30.31
81,188,-22.74
82,188,-17.76
83,188,-7.57
84,188,-0.06
85,188,12.26
86,188,21.86
87,188,36.25
88,188,48.06
89,188,64.64
90,188,77.84
52,189,320.01
53,189,290.51
54,189,261.48
55,189,234.8
56,189,208.66
57,189,184.83
58,189,161.57
59,189,140.55
60,189,119.63
61,189,100.38
62,189,81.57
63,189,64.65
64,189,49.47
65,189,35.98
66,189,23.04
67,189,11.77
68,189,1.02
69,189,-8.08
70,189,-16.49
71,189,-23.1
72,189,-29.04
73,189,-33.21
74,189,-36.56
75,189,-38.26
76,189,-39.18
77,189,-38.41
